Horizon,Accuracy,Majority_Baseline,ROC_AUC,PR_AUC,F1,N_test
5,0.6604708798017348,0.5030978934324659,0.724801297249487,0.7530024740866585,0.6450777202072538,807
22,0.7031055900621118,0.5416149068322982,0.7963315183610551,0.7477966254191923,0.5828970331588132,805
